Giocatore,Index,Avversario,Campo,Top
sam beukema,66.4,cremonese,casa,
lorenzo bernasconi,66.0,cagliari,trasf.,
federico baschirotto,65.9,napoli,trasf.,
dodo,65.7,sassuolo,casa,
hassane kamara,65.3,lazio,trasf.,
matteo darmian,65.1,torino,trasf.,
sebastiano luperto,65.0,napoli,trasf.,
torbjorn heggem,64.7,roma,casa,
johan vasquez,64.4,como,casa,
odilon kossounou,64.4,cagliari,trasf.,
martin vitik,64.2,roma,casa,
juan rodriguez,64.1,atalanta,casa,
thomas kristensen,64.1,lazio,trasf.,
konstantinos tsimikas,63.9,bologna,trasf.,
alessandro circati,63.9,pisa,casa,
angelino,63.6,bologna,trasf.,
stefan de vrij,63.6,torino,trasf.,
pasquale mazzocchi,63.5,cremonese,casa,
koni de winter,63.4,juventus,casa,
niakhate ndiaye,63.4,pisa,casa,
saul coco,63.2,inter,casa,
luca marianucci,63.1,inter,casa,
alessandro marcandalli,63.0,como,casa,
federico gatti,62.9,milan,trasf.,
filippo terracciano,62.9,napoli,trasf.,
jay idzes,62.5,fiorentina,trasf.,
zachary athekame,62.4,juventus,casa,
corrie ndaba,62.2,verona,trasf.,
fikayo tomori,62.0,juventus,casa,
pol lirola,62.0,lecce,casa,
luca ranieri,61.9,sassuolo,casa,
matteo gabbia,61.7,juventus,casa,
francesco acerbi,61.5,torino,trasf.,
arturo calabresi,61.4,parma,trasf.,
cristiano biraghi,61.3,inter,casa,
raul albiol,61.3,parma,trasf.,
pietro comuzzo,61.0,sassuolo,casa,
estupinan,60.6,juventus,casa,
juan cuadrado,60.6,parma,trasf.,
carlos augusto,60.6,torino,trasf.,
ivan smolcic,60.5,genoa,trasf.,
juan arizala,60.3,lazio,trasf.,
lautaro valenti,59.6,pisa,casa,
sebastian walukiewicz,59.5,fiorentina,trasf.,
sead kolasinac,59.1,cagliari,trasf.,
jamil siebert,59.1,verona,trasf.,
tommaso barbieri,58.9,napoli,trasf.,
daniele ghilardi,58.9,bologna,trasf.,
woyo coulibaly,58.8,fiorentina,trasf.,
daniele rugani,58.2,milan,trasf.,
valentino lazaro,57.9,inter,casa,
federico ceccherini,57.8,napoli,trasf.,
gabriele zappa,57.2,atalanta,casa,
marin pongracic,57.1,sassuolo,casa,
charalampos lykogiannis,56.8,roma,casa,
francesco folino,56.0,napoli,trasf.,
elseid hysaj,56.0,udinese,casa,
fallou cham,55.9,lecce,casa,
tobias slotsager,55.2,lecce,casa,
rui modesto,55.0,lazio,trasf.,
gaby jean,54.8,verona,trasf.,
adam masina,54.6,inter,casa,
amir rrahmani,54.4,cremonese,casa,
mathias lovik,54.3,pisa,casa,
jan ziolkowski,54.2,bologna,trasf.,
eddy kouadio,54.0,sassuolo,casa,
lorenzo de silvestri,53.8,roma,casa,
sebastian otoa,53.5,como,casa,
francesco coppola,53.1,parma,trasf.,
owen kouassi,52.9,verona,trasf.,
alberto dossena,52.9,atalanta,casa,
niels nkounkou,52.8,inter,casa,
mikayil faye,52.7,napoli,trasf.,
saba goglichidze,52.5,lazio,trasf.,
pablo mari,51.7,sassuolo,casa,
mattia viti,51.7,sassuolo,casa,
mateus lusuardi,51.7,parma,trasf.,
alessandro di pardo,51.5,atalanta,casa,
rosen bozhinov,51.5,parma,trasf.,
matteo palma,50.9,lazio,trasf.,
valentin carboni,50.7,como,casa,
matias perez,50.5,verona,trasf.,
giovanni bonfanti,49.1,parma,trasf.,
