Giocatore,Index,Avversario,Campo,Top,Fantavoto preso
Eddy Kouadio,55.2,Roma,Trasf.,,s.v.
Konstantinos Tsimikas,55.1,Fiorentina,Casa,,6.0
Corrie Ndaba,53.4,Pisa,Trasf.,,s.v.
Alessandro Di Pardo,53.4,Bologna,Trasf.,,s.v.
Gabriele Zappa,53.3,Bologna,Trasf.,,s.v.
Elseid Hysaj,53.1,Cremonese,Trasf.,,s.v.
Mikayil Faye,52.8,Lazio,Casa,,5.5
Matteo Bianchetti,52.7,Lazio,Casa,,5.5
Charalampos Lykogiannis,52.6,Cagliari,Casa,,5.5
Niels Nkounkou,52.5,Udinese,Trasf.,,s.v.
Jan Ziolkowski,51.8,Fiorentina,Casa,,s.v.
Matteo Palma,51.7,Torino,Casa,,6.0
Tobias Slotsager,51.6,Juventus,Trasf.,,6.0
Mathias Lovik,51.4,Inter,Trasf.,,s.v.
Federico Ceccherini,51.4,Lazio,Casa,,6.5
Giovanni Bonfanti,50.6,Lecce,Casa,,6.0
Fallou Cham,49.9,Juventus,Trasf.,,6.0
Matias Perez,49.5,Pisa,Trasf.,,5.5
Adam Masina,49.4,Udinese,Trasf.,,5.5
Saba Goglichidze,48.9,Torino,Casa,,s.v.
Pol Lirola,48.7,Juventus,Trasf.,,s.v.
Owen Kouassi,47.8,Pisa,Trasf.,,4.0
Mattia Viti,47.7,Roma,Trasf.,,5.0
Valentin Carboni,47.6,Atalanta,Trasf.,,s.v.
Pablo Mari,47.4,Roma,Trasf.,,6.0
Francesco Coppola,46.5,Lecce,Casa,,s.v.
Mateus Lusuardi,45.3,Lecce,Casa,,5.0
