Giocatore,Index,Avversario,Campo,Top,Fantavoto preso
henrikh mkhitaryan,69.7,torino,trasf.,,6.0
ederson,69.5,cagliari,trasf.,,5.5
santiago pierotti,69.5,verona,trasf.,,6.0
remo freuler,69.0,roma,casa,,5.0
fisayo delebashiru,68.2,udinese,casa,,5.5
cesare casadei,68.2,inter,casa,,6.0
scott mctominay,68.1,cremonese,casa,,7.5
abdou harroui,67.9,lecce,casa,,5.0
jesper karlstrom,67.6,lazio,trasf.,,5.5
nicolo fagioli,67.1,sassuolo,casa,,6.5
ylber ramadani,66.8,verona,trasf.,,5.5
danilo cataldi,66.6,udinese,casa,,6.0
nicolo zaniolo,66.4,lazio,trasf.,,6.0
maxence caqueret,65.9,genoa,trasf.,,7.5
gvidas gineitis,65.9,inter,casa,,6.0
christian pulisic,65.6,juventus,casa,,5.0
omri gandelman,65.4,verona,trasf.,,5.0
gustav isaksen,65.4,udinese,casa,,6.5
alessandro deiola,65.2,atalanta,casa,,6.0
eljif elmas,65.2,cremonese,casa,,6.0
samuele ricci,65.1,juventus,casa,,6.0
alexis saelemaekers,65.0,juventus,casa,,6.5
hans caviglia,64.8,pisa,casa,,6.5
antoine bernede,64.7,lecce,casa,,6.5
kevin de bruyne,64.7,cremonese,casa,,11.5
ruben loftuscheek,64.7,juventus,casa,,5.5
emirhan ilkhan,64.6,inter,casa,,8.0
patrizio masini,64.4,como,casa,,6.5
stephan el shaarawy,64.3,bologna,trasf.,,6.0
rolando mandragora,64.2,sassuolo,casa,,5.0
kenneth taylor,64.2,udinese,casa,,5.0
gabriele piccinini,64.2,parma,trasf.,,5.5
alessio zerbin,64.1,napoli,trasf.,,5.0
lazar samardzic,64.0,cagliari,trasf.,,6.0
roberto gagliardini,63.7,lecce,casa,,6.0
nemanja matic,63.6,fiorentina,trasf.,,5.5
albert gudmundsson,63.6,sassuolo,casa,,6.0
zambo anguissa,63.4,cremonese,casa,,4.5
luca lipani,63.2,fiorentina,trasf.,,5.5
nahuel estevez,63.2,pisa,casa,,6.0
malthe hojholt,62.6,parma,trasf.,,5.5
edon zhegrova,62.6,milan,trasf.,,6.0
jens odgaard,62.5,roma,casa,,6.0
sergi roberto,62.5,genoa,trasf.,,6.5
christian kabasele,62.3,lazio,trasf.,,5.5
jakub piotrowski,62.0,lazio,trasf.,,6.0
tommaso pobega,61.8,roma,casa,,5.0
michael folorunsho,61.7,atalanta,casa,,6.5
oier zarraga,61.6,lazio,trasf.,,5.5
ruslan malinovskiy,61.5,como,casa,,s.v.
marco brescianini,61.5,sassuolo,casa,,6.0
isak vural,61.4,parma,trasf.,,5.5
jacob ondrejka,61.3,pisa,casa,,6.0
gaetano oristanio,61.3,pisa,casa,,6.0
alberto grassi,61.3,napoli,trasf.,,5.0
billy gilmour,61.3,cremonese,casa,,6.5
luis henrique,61.2,torino,trasf.,,6.0
matteo prati,61.2,inter,casa,,5.5
ebenezer akinsanmiro,61.2,parma,trasf.,,6.0
ardon jashari,61.2,juventus,casa,,6.0
ndary adopo,61.1,atalanta,casa,,8.0
kouadio kone,61.1,bologna,trasf.,,5.0
mandela keita,60.7,pisa,casa,,6.0
jari vandeputte,60.7,napoli,trasf.,,5.5
martin payero,60.6,napoli,trasf.,,5.0
edoardo iannoni,60.5,fiorentina,trasf.,,s.v.
lennon miller,60.2,lazio,trasf.,,5.5
davide frattesi,60.2,torino,trasf.,,s.v.
al musrati,60.1,lecce,casa,,5.0
faustino anjorin,60.1,inter,casa,,6.0
christian ordonez,59.9,pisa,casa,,6.0
michel aebischer,59.9,parma,trasf.,,6.0
idrissa toure,59.4,parma,trasf.,,5.5
teun koopmeiners,59.3,milan,trasf.,,6.0
simon sohm,59.0,sassuolo,casa,,5.0
lorenzo venturino,58.9,bologna,trasf.,,6.0
stanislav lobotka,58.8,cremonese,casa,,6.0
fabio miretti,58.1,milan,trasf.,,6.0
giovanni fabbian,58.1,sassuolo,casa,,5.5
oliver sorensen,57.8,pisa,casa,,7.0
reda belahyane,57.7,udinese,casa,,s.v.
andy diouf,57.6,torino,trasf.,,5.5
neil el aynaoui,57.3,bologna,trasf.,,11.0
oumar ngom,57.2,verona,trasf.,,6.0
warren bondo,56.9,napoli,trasf.,,5.0
joseph liteta,56.8,atalanta,casa,,7.0
yunus musah,56.6,cagliari,trasf.,,6.0
aster vranckx,56.3,fiorentina,trasf.,,s.v.
morten thorsby,56.0,como,casa,,s.v.
abdelhamid sabiri,55.9,sassuolo,casa,,5.5
romano floriani,55.9,napoli,trasf.,,5.0
kristjan asllani,55.8,inter,casa,,5.5
calvin stengs,55.6,parma,trasf.,,5.5
seydou fini,55.0,como,casa,,6.0
tomas suslov,54.8,lecce,casa,,7.0
ivan ilic,54.7,inter,casa,,6.0
filip kostic,54.6,milan,trasf.,,5.5
grigoris kastanos,54.4,lecce,casa,,s.v.
michele collocolo,54.4,napoli,trasf.,,6.0
hernani,54.0,pisa,casa,,5.5
jeremy sarmiento,53.7,napoli,trasf.,,5.5
nicolae stanciu,53.5,como,casa,,1.5
lorran,53.3,parma,trasf.,,5.0
alex sala,52.5,verona,trasf.,,s.v.
sandi lovric,52.2,lecce,casa,,6.0
cheikh niasse,51.9,lecce,casa,,6.0
adrien tameze,50.8,inter,casa,,s.v.
olaf gorter,50.7,verona,trasf.,,5.5
thorir helgason,50.1,verona,trasf.,,s.v.
amir richardson,49.7,sassuolo,casa,,5.0
