Giocatore,Index,Avversario,Campo,Top,Fantavoto preso
Riccardo Sottil,65.8,Roma,Trasf.,,6.0
Ardon Jashari,65.7,Torino,Casa,,5.0
Omri Gandelman,65.5,Roma,Trasf.,,5.5
Ebenezer Akinsanmiro,65.4,Como,Trasf.,,4.5
Alessio Zerbin,65.4,Parma,Trasf.,,6.0
Remo Freuler,65.3,Lazio,Casa,,6.0
Luca Mazzitelli,65.3,Napoli,Casa,,5.5
Federico Bernardeschi,65.2,Lazio,Casa,,6.0
Jakub Piotrowski,65.0,Genoa,Trasf.,,6.0
Roberto Gagliardini,64.9,Atalanta,Trasf.,,6.0
Jesper Karlstrom,64.9,Genoa,Trasf.,,6.0
Nicolo Barella,64.7,Fiorentina,Trasf.,,6.5
Gabriele Piccinini,64.6,Como,Trasf.,,6.0
Joseph Liteta,64.6,Napoli,Casa,,7.0
Mehdi Leris,64.4,Como,Trasf.,,6.0
Kenneth Taylor,64.3,Bologna,Trasf.,,13.0
Jurgen Ekkelenkamp,64.2,Genoa,Trasf.,,10.0
Cesare Casadei,64.2,Milan,Trasf.,,6.5
Nahuel Estevez,64.1,Cremonese,Casa,,5.0
Patrizio Masini,64.0,Udinese,Casa,,7.5
Sergi Roberto,64.0,Pisa,Casa,,5.0
Yunus Musah,63.8,Verona,Casa,,6.0
Cher Ndour,63.5,Inter,Casa,,9.5
Edon Zhegrova,63.5,Sassuolo,Casa,,5.0
Alberto Grassi,63.4,Parma,Trasf.,,7.0
Martin Payero,63.4,Parma,Trasf.,,5.5
Jack Harrison,63.1,Inter,Casa,,6.5
Fabio Miretti,63.1,Sassuolo,Casa,,5.0
Davide Frattesi,62.8,Fiorentina,Trasf.,,5.5
Rolando Mandragora,62.8,Inter,Casa,,8.0
Morten Thorsby,62.4,Udinese,Casa,,5.5
Andy Diouf,62.2,Fiorentina,Trasf.,,6.0
Jari Vandeputte,62.2,Parma,Trasf.,,10.5
Nemanja Matic,61.9,Juventus,Trasf.,,5.5
Teun Koopmeiners,61.8,Sassuolo,Casa,,5.0
Lennon Miller,61.8,Genoa,Trasf.,,5.5
Christian Kabasele,61.8,Genoa,Trasf.,,5.5
Jacob Ondrejka,61.7,Cremonese,Casa,,4.5
Hans Caviglia,61.5,Cremonese,Casa,,6.0
Oier Zarraga,61.4,Genoa,Trasf.,,s.v.
Jacopo Fazzini,61.3,Inter,Casa,,6.0
Simon Sohm,61.1,Inter,Casa,,5.0
Matteo Prati,61.1,Milan,Trasf.,,5.5
Youssouf Fofana,60.8,Torino,Casa,,10.0
Luca Lipani,60.8,Juventus,Trasf.,,5.5
Youssef Maleh,60.3,Roma,Trasf.,,10.5
Christian Ordonez,60.2,Cremonese,Casa,,4.5
Petar Sucic,60.2,Fiorentina,Trasf.,,s.v.
Abdou Harroui,60.2,Atalanta,Trasf.,,5.0
Oliver Sorensen,60.1,Cremonese,Casa,,5.0
Luis Henrique,60.0,Fiorentina,Trasf.,,s.v.
Lorenzo Venturino,60.0,Lecce,Casa,,6.0
Mandela Keita,59.7,Cremonese,Casa,,5.0
Aster Vranckx,59.6,Juventus,Trasf.,,6.0
Mattia Zaccagni,59.6,Bologna,Trasf.,,6.5
Ivan Ilic,59.4,Milan,Trasf.,,6.0
Tomas Suslov,59.4,Atalanta,Trasf.,,6.0
Fisayo Delebashiru,59.3,Bologna,Trasf.,,5.5
Malthe Hojholt,59.3,Como,Trasf.,,4.5
Romano Floriani,59.1,Parma,Trasf.,,4.5
Oumar Ngom,59.0,Roma,Trasf.,,6.0
Edoardo Iannoni,59.0,Juventus,Trasf.,,6.0
Marius Marin,58.6,Como,Trasf.,,6.0
Reda Belahyane,58.6,Bologna,Trasf.,,s.v.
Ruslan Malinovskiy,58.5,Udinese,Casa,,s.v.
Tommaso Pobega,58.2,Lazio,Casa,,6.0
Alessandro Deiola,57.9,Napoli,Casa,,5.5
Gvidas Gineitis,57.8,Milan,Trasf.,,7.0
Giovanni Fabbian,57.6,Inter,Casa,,s.v.
Neil El Aynaoui,57.5,Lecce,Casa,,5.5
Filip Kostic,56.7,Sassuolo,Casa,,s.v.
Kristjan Asllani,56.7,Milan,Trasf.,,5.5
Cheikh Niasse,56.2,Atalanta,Trasf.,,6.0
Ndary Adopo,56.2,Napoli,Casa,,6.0
Al Musrati,55.9,Atalanta,Trasf.,,6.5
Abdelhamid Sabiri,55.4,Inter,Casa,,5.5
Seydou Fini,55.1,Udinese,Casa,,6.0
Vasilije Adzic,54.6,Sassuolo,Casa,,s.v.
Grigoris Kastanos,54.4,Atalanta,Trasf.,,s.v.
Jeremy Sarmiento,54.1,Parma,Trasf.,,5.5
Idrissa Toure,54.1,Como,Trasf.,,s.v.
Hernani,53.8,Cremonese,Casa,,5.5
Nicolae Stanciu,53.7,Udinese,Casa,,1.5
Alex Sala,53.5,Roma,Trasf.,,s.v.
Faustino Anjorin,53.0,Milan,Trasf.,,s.v.
Lorran,52.9,Como,Trasf.,,5.5
Olaf Gorter,50.7,Roma,Trasf.,,5.5
Thorir Helgason,50.4,Roma,Trasf.,,s.v.
Amir Richardson,49.4,Inter,Casa,,5.0
Adrien Tameze,48.4,Milan,Trasf.,,5.5
Maxwel Cornet,47.8,Udinese,Casa,,4.0
