Giocatore,Index,Avversario,Campo,Top,Fantavoto preso
Gaetano Oristanio,55.4,Inter,Trasf.,,6.0
Kristjan Asllani,55.3,Udinese,Trasf.,,5.5
Filip Kostic,54.9,Verona,Casa,,5.5
Vasilije Adzic,54.8,Verona,Casa,,s.v.
Michele Collocolo,54.6,Lazio,Casa,,6.0
Seydou Fini,54.6,Atalanta,Trasf.,,6.0
Yunus Musah,54.4,Genoa,Casa,,s.v.
Grigoris Kastanos,54.4,Juventus,Trasf.,,s.v.
Jeremy Sarmiento,53.8,Lazio,Casa,,5.5
Ivan Ilic,53.8,Udinese,Trasf.,,6.0
Hernani,53.6,Inter,Trasf.,,5.5
Morten Thorsby,53.5,Atalanta,Trasf.,,s.v.
Calvin Stengs,53.5,Lecce,Casa,,5.5
Aster Vranckx,52.9,Milan,Casa,,s.v.
Alex Sala,52.6,Pisa,Trasf.,,s.v.
Nicolae Stanciu,51.9,Atalanta,Trasf.,,1.5
Olaf Gorter,50.7,Pisa,Trasf.,,5.5
Adrien Tameze,50.6,Udinese,Trasf.,,s.v.
Thorir Helgason,50.2,Pisa,Trasf.,,s.v.
Amir Richardson,49.6,Roma,Trasf.,,5.0
