Giocatore,Index,Avversario,Campo,Top,Fantavoto preso
carlos augusto,61.8,torino,trasf.,,5.0
raoul bellanova,61.7,cagliari,trasf.,,4.5
odilon kossounou,61.7,cagliari,trasf.,,6.0
marin pongracic,61.6,sassuolo,casa,,6.0
angelino,61.5,bologna,trasf.,,6.0
pasquale mazzocchi,61.4,cremonese,casa,,6.0
torbjorn heggem,61.2,roma,casa,,5.0
sam beukema,61.1,cremonese,casa,,6.0
matteo bianchetti,61.1,napoli,trasf.,,5.0
zachary athekame,60.7,juventus,casa,,5.5
juan arizala,60.6,lazio,trasf.,,6.0
juan cuadrado,60.5,parma,trasf.,,5.0
konstantinos tsimikas,60.3,bologna,trasf.,,6.0
martin frese,60.3,lecce,casa,,5.0
cristiano biraghi,60.2,inter,casa,,6.0
juan rodriguez,60.2,atalanta,casa,,6.0
koni de winter,60.0,juventus,casa,,4.0
niakhate ndiaye,59.7,pisa,casa,,6.0
lautaro valenti,59.6,pisa,casa,,6.5
woyo coulibaly,59.6,fiorentina,trasf.,,6.0
sebastian walukiewicz,59.0,fiorentina,trasf.,,5.5
arturo calabresi,58.9,parma,trasf.,,5.0
luca marianucci,58.6,inter,casa,,6.5
raul albiol,58.2,parma,trasf.,,5.0
sead kolasinac,58.1,cagliari,trasf.,,6.0
daniele ghilardi,57.6,bologna,trasf.,,6.0
pietro comuzzo,57.2,sassuolo,casa,,6.0
tommaso barbieri,56.8,napoli,trasf.,,s.v.
daniele rugani,56.1,milan,trasf.,,6.0
jamil siebert,55.6,verona,trasf.,,6.5
eddy kouadio,55.6,sassuolo,casa,,s.v.
gabriele zappa,55.6,atalanta,casa,,6.0
corrie ndaba,55.4,verona,trasf.,,s.v.
estupinan,54.7,juventus,casa,,5.5
lorenzo de silvestri,54.7,roma,casa,,5.5
niels nkounkou,54.4,inter,casa,,s.v.
rui modesto,54.3,lazio,trasf.,,7.0
alessandro di pardo,53.7,atalanta,casa,,s.v.
federico ceccherini,53.6,napoli,trasf.,,6.5
charalampos lykogiannis,53.2,roma,casa,,5.5
amir rrahmani,53.2,cremonese,casa,,6.5
tobias slotsager,53.2,lecce,casa,,6.0
mikayil faye,53.2,napoli,trasf.,,5.5
sebastian otoa,53.2,como,casa,,5.0
gaby jean,53.1,verona,trasf.,,6.0
elseid hysaj,53.0,udinese,casa,,s.v.
francesco folino,52.9,napoli,trasf.,,5.5
jan ziolkowski,52.5,bologna,trasf.,,s.v.
mathias lovik,51.9,pisa,casa,,s.v.
fallou cham,51.9,lecce,casa,,6.0
valentino lazaro,51.6,inter,casa,,5.0
pol lirola,51.1,lecce,casa,,s.v.
matteo palma,50.5,lazio,trasf.,,6.0
alberto dossena,49.1,atalanta,casa,,6.0
matias perez,49.0,verona,trasf.,,5.5
adam masina,48.8,inter,casa,,5.5
valentin carboni,48.8,como,casa,,s.v.
giovanni bonfanti,48.7,parma,trasf.,,6.0
francesco coppola,48.2,parma,trasf.,,s.v.
pablo mari,47.9,sassuolo,casa,,6.0
mattia viti,47.7,sassuolo,casa,,5.0
saba goglichidze,47.6,lazio,trasf.,,s.v.
owen kouassi,47.4,verona,trasf.,,4.0
rosen bozhinov,46.0,parma,trasf.,,6.0
mateus lusuardi,45.4,parma,trasf.,,5.0
